0.000;3.763;7.526
100.000;3.766;7.531
201.000;3.766;7.531
302.000;3.766;7.533
402.000;3.766;7.533
503.000;3.767;7.533
603.000;3.766;7.532
703.000;3.766;7.533
803.000;3.762;7.525
1.006.000;3.766;7.531
1.106.000;3.765;7.531
1.206.000;3.766;7.531
1.307.000;3.766;7.532
1.407.000;3.766;7.531
1.508.000;3.766;7.531
1.608.000;3.766;7.532
1.709.000;3.766;7.533
1.809.000;3.766;7.532
1.909.000;3.766;7.532
2.010.000;3.766;7.532
2.110.000;3.763;7.526
2.211.000;3.766;7.532
2.311.000;3.766;7.533
2.411.000;3.766;7.533
2.511.000;3.766;7.533
2.612.000;3.763;7.526
2.713.000;3.767;7.534
2.813.000;3.765;7.530
2.913.000;3.765;7.529
3.014.000;3.766;7.531
3.114.000;3.763;7.527
3.215.000;3.766;7.531
3.315.000;3.766;7.533
3.416.000;3.763;7.526
3.516.000;3.762;7.525
3.616.000;3.762;7.524
3.717.000;3.763;7.526
3.818.000;3.763;7.527
3.919.000;3.762;7.525
4.020.000;3.762;7.525
4.120.000;3.762;7.524
4.220.000;3.763;7.526
4.320.000;3.764;7.527
4.421.000;3.762;7.525
4.521.000;3.759;7.518
4.621.000;3.762;7.524
4.721.000;3.762;7.525
4.821.000;3.763;7.526
4.922.000;3.760;7.519
5.023.000;3.763;7.526
5.123.000;3.762;7.525
5.223.000;3.762;7.525
5.323.000;3.762;7.525
5.423.000;3.759;7.518
5.523.000;3.763;7.526
5.624.000;3.762;7.525
5.724.000;3.763;7.527
5.824.000;3.759;7.518
5.925.000;3.762;7.525
6.026.000;3.762;7.525
6.126.000;3.759;7.518
6.226.000;3.762;7.524
6.326.000;3.760;7.519
6.426.000;3.762;7.525
6.527.000;3.763;7.526
6.627.000;3.759;7.518
6.866.000;3.760;7.520
6.966.000;3.759;7.518
7.067.000;3.760;7.520
7.167.000;3.760;7.520
7.267.000;3.760;7.519
7.367.000;3.760;7.520
7.468.000;3.760;7.520
7.568.000;3.760;7.519
7.668.000;3.759;7.518
7.768.000;3.760;7.519
7.869.000;3.760;7.519
7.969.000;3.759;7.518
8.069.000;3.759;7.518
8.169.000;3.756;7.513
8.269.000;3.759;7.518
8.370.000;3.759;7.518
8.470.000;3.759;7.518
8.571.000;3.759;7.518
8.671.000;3.760;7.519
8.771.000;3.760;7.519
8.871.000;3.760;7.520
8.971.000;3.759;7.518
9.071.000;3.759;7.518
9.171.000;3.759;7.518
9.272.000;3.756;7.512
9.372.000;3.759;7.518
9.472.000;3.760;7.520
9.573.000;3.759;7.518
9.674.000;3.760;7.520
9.774.000;3.757;7.513
9.874.000;3.757;7.513
9.975.000;3.756;7.513
10.075.000;3.757;7.514
10.175.000;3.756;7.512
10.275.000;3.757;7.514
10.375.000;3.756;7.513
10.475.000;3.757;7.513
10.575.000;3.755;7.510
10.675.000;3.756;7.513
10.775.000;3.753;7.507
10.875.000;3.756;7.512
10.975.000;3.756;7.513
11.075.000;3.754;7.508
11.175.000;3.756;7.513
11.275.000;3.751;7.501
11.375.000;3.757;7.515
11.476.000;3.756;7.513
11.576.000;3.756;7.513
11.676.000;3.753;7.507
11.776.000;3.756;7.513
11.876.000;3.755;7.509
11.976.000;3.751;7.501
12.076.000;3.756;7.513
12.176.000;3.753;7.506
12.276.000;3.757;7.514
12.376.000;3.756;7.511
12.476.000;3.753;7.507
12.576.000;3.756;7.513
12.676.000;3.752;7.505
12.776.000;3.753;7.507
12.876.000;3.754;7.508
12.976.000;3.754;7.508
13.077.000;3.754;7.508
13.177.000;3.753;7.507
13.277.000;3.754;7.508
13.377.000;3.753;7.507
13.477.000;3.754;7.508
13.577.000;3.753;7.507
13.677.000;3.754;7.508
13.777.000;3.754;7.508
13.877.000;3.754;7.509
13.977.000;3.753;7.506
14.077.000;3.751;7.502
14.177.000;3.754;7.508
14.277.000;3.750;7.500
14.377.000;3.750;7.500
14.477.000;3.754;7.508
14.577.000;3.751;7.502
14.678.000;3.750;7.500
14.778.000;3.754;7.508
14.878.000;3.754;7.508
14.978.000;3.753;7.507
15.078.000;3.753;7.507
15.178.000;3.754;7.508
15.278.000;3.750;7.499
15.378.000;3.752;7.504
15.478.000;3.750;7.500
15.578.000;3.750;7.500
15.678.000;3.753;7.506
15.778.000;3.753;7.506
15.878.000;3.750;7.500
15.978.000;3.750;7.500
16.078.000;3.754;7.508
16.178.000;3.751;7.501
16.279.000;3.750;7.500
16.379.000;3.753;7.507
16.479.000;3.751;7.502
16.579.000;3.751;7.501
16.679.000;3.750;7.500
16.779.000;3.750;7.500
16.879.000;3.750;7.500
16.979.000;3.751;7.502
17.079.000;3.751;7.501
17.179.000;3.751;7.501
17.279.000;3.751;7.501
17.379.000;3.750;7.500
17.479.000;3.750;7.500
17.579.000;3.751;7.501
17.679.000;3.751;7.502
17.779.000;3.751;7.501
17.879.000;3.750;7.500
17.980.000;3.750;7.500
18.080.000;3.750;7.500
18.180.000;3.751;7.502
18.280.000;3.750;7.500
18.380.000;3.750;7.499
18.480.000;3.750;7.500
18.580.000;3.751;7.501
18.680.000;3.750;7.500
18.780.000;3.750;7.500
18.880.000;3.750;7.500
18.980.000;3.750;7.500
19.080.000;3.751;7.502
19.180.000;3.751;7.502
19.280.000;3.750;7.500
19.380.000;3.751;7.501
19.480.000;3.751;7.502
19.581.000;3.750;7.500
19.681.000;3.751;7.502
19.781.000;3.750;7.500
19.881.000;3.750;7.500
19.981.000;3.751;7.502
20.081.000;3.751;7.501
20.181.000;3.751;7.502
20.282.000;3.750;7.500
20.383.000;3.750;7.500
20.483.000;3.751;7.503
20.583.000;3.751;7.501
20.684.000;3.753;7.506
20.784.000;3.748;7.497
20.884.000;3.751;7.502
20.984.000;3.750;7.500
21.085.000;3.750;7.500
21.185.000;3.750;7.500
21.286.000;3.751;7.502
21.386.000;3.751;7.501
21.486.000;3.751;7.502
21.586.000;3.751;7.501
21.687.000;3.751;7.501
21.788.000;3.750;7.500
21.888.000;3.751;7.502
21.988.000;3.750;7.500
22.089.000;3.750;7.500
22.189.000;3.750;7.500
22.290.000;3.750;7.499
22.391.000;3.751;7.501
22.491.000;3.751;7.501
22.591.000;3.751;7.501
22.692.000;3.750;7.500
22.792.000;3.750;7.500
22.892.000;3.750;7.500
22.992.000;3.750;7.500
23.092.000;3.750;7.500
23.192.000;3.750;7.500
23.293.000;3.751;7.501
23.394.000;3.750;7.500
23.494.000;3.750;7.500
23.594.000;3.751;7.502
23.695.000;3.750;7.500
23.795.000;3.751;7.502
23.895.000;3.751;7.501
23.995.000;3.751;7.501
24.096.000;3.750;7.500
24.196.000;3.750;7.500
24.297.000;3.749;7.498
24.397.000;3.750;7.500
24.498.000;3.750;7.500
24.598.000;3.750;7.500
24.698.000;3.750;7.500
24.798.000;3.751;7.502
24.898.000;3.750;7.500
24.998.000;3.751;7.502
25.098.000;3.750;7.500
25.198.000;3.750;7.500
25.299.000;3.750;7.500
25.400.000;3.750;7.500
25.500.000;3.750;7.500
25.600.000;3.748;7.496
25.701.000;3.751;7.501
25.801.000;3.751;7.502
25.901.000;3.747;7.495
26.001.000;3.750;7.500
26.101.000;3.751;7.502
26.201.000;3.750;7.500
26.302.000;3.750;7.500
26.402.000;3.751;7.502
26.502.000;3.745;7.489
26.602.000;3.750;7.500
26.703.000;3.751;7.502
26.803.000;3.751;7.501
26.903.000;3.751;7.501
27.003.000;3.750;7.500
27.103.000;3.750;7.500
27.204.000;3.747;7.494
27.304.000;3.747;7.495
27.404.000;3.751;7.502
27.504.000;3.747;7.494
27.604.000;3.750;7.500
27.705.000;3.750;7.500
27.805.000;3.747;7.494
27.905.000;3.747;7.494
28.005.000;3.747;7.493
28.105.000;3.751;7.501
28.206.000;3.751;7.502
28.306.000;3.747;7.493
28.406.000;3.751;7.502
28.506.000;3.747;7.495
28.606.000;3.749;7.498
28.706.000;3.747;7.494
28.807.000;3.750;7.500
28.907.000;3.747;7.493
29.008.000;3.751;7.501
29.108.000;3.751;7.502
29.209.000;3.750;7.499
29.310.000;3.748;7.495
29.410.000;3.750;7.500
29.510.000;3.750;7.500
29.610.000;3.750;7.500
29.711.000;3.747;7.495
29.812.000;3.750;7.500
29.912.000;3.750;7.500
30.013.000;3.747;7.495
30.113.000;3.747;7.495
30.213.000;3.748;7.495
30.314.000;3.747;7.495
30.415.000;3.747;7.495
30.515.000;3.748;7.496
30.616.000;3.747;7.494
30.716.000;3.747;7.494
30.816.000;3.747;7.495
30.917.000;3.747;7.494
31.017.000;3.747;7.493
31.118.000;3.747;7.495
31.218.000;3.747;7.493
31.318.000;3.744;7.488
31.418.000;3.747;7.495
31.519.000;3.747;7.495
31.619.000;3.744;7.488
31.720.000;3.747;7.495
31.820.000;3.747;7.494
31.920.000;3.744;7.488
32.020.000;3.747;7.494
32.120.000;3.747;7.495
32.220.000;3.747;7.495
32.320.000;3.747;7.494
32.420.000;3.747;7.493
32.520.000;3.744;7.488
32.621.000;3.747;7.495
32.722.000;3.748;7.495
32.822.000;3.748;7.496
32.922.000;3.747;7.495
33.023.000;3.747;7.495
33.123.000;3.747;7.495
33.224.000;3.747;7.493
33.324.000;3.747;7.494
33.424.000;3.745;7.489
33.524.000;3.747;7.495
33.625.000;3.748;7.495
33.725.000;3.747;7.495
33.826.000;3.744;7.489
33.926.000;3.747;7.495
34.026.000;3.747;7.495
34.126.000;3.747;7.494
34.226.000;3.747;7.493
34.326.000;3.747;7.495
34.426.000;3.747;7.493
34.526.000;3.747;7.495
34.626.000;3.748;7.495
34.726.000;3.747;7.494
34.827.000;3.744;7.488
34.927.000;3.746;7.493
35.027.000;3.743;7.487
35.127.000;3.745;7.490
35.227.000;3.747;7.494
35.327.000;3.747;7.493
35.427.000;3.747;7.494
35.528.000;3.744;7.488
35.628.000;3.747;7.493
35.728.000;3.745;7.491
35.829.000;3.747;7.495
35.929.000;3.747;7.493
36.029.000;3.747;7.495
36.129.000;3.747;7.495
36.229.000;3.747;7.495
36.330.000;3.747;7.493
36.430.000;3.744;7.488
36.531.000;3.747;7.494
36.631.000;3.747;7.494
36.732.000;3.744;7.488
36.832.000;3.744;7.489
36.933.000;3.746;7.492
37.033.000;3.744;7.489
37.269.000;3.747;7.494
37.370.000;3.747;7.493
37.470.000;3.747;7.495
37.570.000;3.750;7.500
37.671.000;3.746;7.492
37.771.000;3.747;7.495
37.871.000;3.747;7.495
37.972.000;3.747;7.495
38.072.000;3.744;7.488
38.172.000;3.746;7.493
38.273.000;3.751;7.502
38.373.000;3.747;7.493
38.473.000;3.747;7.493
38.573.000;3.744;7.488
38.673.000;3.746;7.493
38.773.000;3.746;7.493
38.873.000;3.744;7.488
38.974.000;3.744;7.488
39.074.000;3.747;7.495
39.175.000;3.744;7.489
39.275.000;3.744;7.488
39.375.000;3.743;7.487
39.475.000;3.744;7.489
39.576.000;3.744;7.489
39.676.000;3.744;7.488
39.777.000;3.743;7.487
39.877.000;3.744;7.488
39.978.000;3.743;7.487
40.079.000;3.744;7.488
40.179.000;3.744;7.489
40.279.000;3.744;7.489
40.379.000;3.747;7.493
40.479.000;3.744;7.488
40.580.000;3.744;7.488
40.680.000;3.744;7.489
40.780.000;3.743;7.487
40.881.000;3.745;7.489
40.981.000;3.747;7.493
41.082.000;3.744;7.488
41.182.000;3.743;7.487
41.282.000;3.744;7.488
41.382.000;3.744;7.488
41.482.000;3.744;7.489
41.582.000;3.744;7.488
41.682.000;3.743;7.487
41.783.000;3.744;7.488
41.883.000;3.744;7.488
41.983.000;3.743;7.487
42.084.000;3.743;7.487
42.184.000;3.744;7.488
42.284.000;3.744;7.488
42.385.000;3.744;7.488
42.485.000;3.744;7.489
42.585.000;3.744;7.488
42.686.000;3.747;7.494
42.786.000;3.744;7.488
42.886.000;3.744;7.488
42.986.000;3.743;7.486
43.086.000;3.745;7.489
43.186.000;3.743;7.486
43.286.000;3.744;7.489
43.387.000;3.747;7.495
43.487.000;3.744;7.488
43.587.000;3.743;7.487
43.687.000;3.745;7.490
43.787.000;3.744;7.488
43.887.000;3.744;7.488
43.987.000;3.743;7.486
44.088.000;3.743;7.487
44.189.000;3.744;7.489
44.289.000;3.745;7.489
44.390.000;3.744;7.488
44.490.000;3.743;7.486
44.590.000;3.743;7.486
44.690.000;3.743;7.487
44.790.000;3.744;7.489
44.890.000;3.744;7.488
44.990.000;3.744;7.488
45.090.000;3.745;7.489
45.191.000;3.744;7.488
45.291.000;3.743;7.487
45.391.000;3.744;7.489
45.491.000;3.747;7.493
45.591.000;3.743;7.487
45.692.000;3.744;7.488
45.792.000;3.743;7.487
45.892.000;3.744;7.488
45.992.000;3.743;7.487
46.092.000;3.744;7.488
46.193.000;3.744;7.488
46.293.000;3.744;7.488
46.394.000;3.744;7.488
46.494.000;3.744;7.488
46.594.000;3.744;7.488
46.696.000;3.744;7.488
46.797.000;3.744;7.488
46.897.000;3.743;7.487
46.998.000;3.743;7.486
47.099.000;3.744;7.489
47.199.000;3.744;7.489
47.299.000;3.743;7.487
47.400.000;3.744;7.489
47.501.000;3.744;7.488
47.601.000;3.744;7.488
47.701.000;3.744;7.488
47.801.000;3.744;7.488
47.901.000;3.743;7.487
48.002.000;3.743;7.487
48.102.000;3.744;7.489
48.203.000;3.744;7.489
48.303.000;3.743;7.487
48.403.000;3.744;7.488
48.503.000;3.744;7.488
48.603.000;3.744;7.488
48.703.000;3.744;7.488
48.803.000;3.744;7.488
48.903.000;3.744;7.488
49.003.000;3.744;7.488
49.103.000;3.744;7.489
49.203.000;3.743;7.487
49.304.000;3.744;7.488
49.405.000;3.743;7.487
49.505.000;3.744;7.488
49.605.000;3.744;7.488
49.706.000;3.744;7.488
49.806.000;3.744;7.488
49.906.000;3.744;7.489
50.007.000;3.744;7.488
50.107.000;3.745;7.489
50.208.000;3.744;7.488
50.309.000;3.744;7.488
50.409.000;3.744;7.488
50.509.000;3.744;7.488
50.609.000;3.744;7.488
50.709.000;3.744;7.489
50.809.000;3.744;7.489
50.909.000;3.744;7.488
51.010.000;3.744;7.488
51.110.000;3.744;7.488
51.210.000;3.744;7.488
51.310.000;3.744;7.489
51.410.000;3.743;7.486
51.510.000;3.744;7.488
51.610.000;3.743;7.486
51.711.000;3.744;7.488
51.811.000;3.743;7.486
51.911.000;3.744;7.488
52.011.000;3.744;7.488
52.111.000;3.744;7.488
52.212.000;3.745;7.489
52.312.000;3.743;7.487
52.412.000;3.743;7.486
52.513.000;3.744;7.488
52.613.000;3.743;7.487
52.713.000;3.745;7.489
52.813.000;3.743;7.487
52.913.000;3.744;7.488
53.014.000;3.744;7.488
53.115.000;3.744;7.488
53.215.000;3.743;7.487
53.315.000;3.744;7.488
53.416.000;3.744;7.488
53.517.000;3.744;7.488
53.617.000;3.744;7.488
53.717.000;3.744;7.488
53.817.000;3.744;7.488
53.917.000;3.743;7.486
54.017.000;3.744;7.488
54.117.000;3.744;7.488
54.218.000;3.744;7.488
54.318.000;3.744;7.488
54.418.000;3.744;7.489
54.518.000;3.744;7.488
54.619.000;3.744;7.488
54.719.000;3.744;7.488
54.819.000;3.744;7.488
54.919.000;3.744;7.489
55.020.000;3.743;7.487
55.121.000;3.744;7.488
55.221.000;3.740;7.480
55.322.000;3.744;7.488
55.422.000;3.744;7.488
55.523.000;3.741;7.482
55.623.000;3.744;7.488
55.723.000;3.743;7.487
55.823.000;3.743;7.486
55.923.000;3.741;7.481
56.024.000;3.743;7.486
56.126.000;3.744;7.488
56.226.000;3.741;7.481
56.326.000;3.744;7.489
56.426.000;3.744;7.488
56.526.000;3.743;7.486
56.626.000;3.741;7.482
56.726.000;3.741;7.482
56.826.000;3.744;7.488
56.926.000;3.743;7.486
57.027.000;3.745;7.489
57.128.000;3.744;7.488
57.229.000;3.744;7.488
57.329.000;3.741;7.481
57.429.000;3.741;7.482
57.529.000;3.741;7.482
57.629.000;3.744;7.489
57.729.000;3.744;7.488
57.829.000;3.744;7.488
57.929.000;3.741;7.482
58.029.000;3.743;7.487
58.129.000;3.745;7.490
58.229.000;3.741;7.483
58.330.000;3.742;7.484
58.430.000;3.741;7.481
58.531.000;3.741;7.482
58.633.000;3.740;7.480
58.733.000;3.741;7.482
58.833.000;3.741;7.481
58.933.000;3.741;7.481
59.034.000;3.741;7.481
59.134.000;3.741;7.481
59.234.000;3.740;7.480
59.334.000;3.744;7.488
59.434.000;3.741;7.481
59.534.000;3.741;7.482
59.635.000;3.741;7.482
59.735.000;3.740;7.480
59.835.000;3.738;7.475
59.936.000;3.741;7.482
60.036.000;3.741;7.482
60.136.000;3.741;7.482
60.236.000;3.741;7.481
60.337.000;3.740;7.480
60.437.000;3.740;7.480
60.537.000;3.741;7.482
60.637.000;3.741;7.482
60.737.000;3.741;7.482
60.837.000;3.740;7.480
60.937.000;3.740;7.480
61.037.000;3.741;7.482
61.137.000;3.744;7.488
61.237.000;3.741;7.482
61.338.000;3.741;7.482
61.438.000;3.740;7.480
61.538.000;3.741;7.482
61.639.000;3.741;7.482
61.739.000;3.738;7.475
61.839.000;3.740;7.480
61.939.000;3.738;7.476
62.039.000;3.738;7.476
62.139.000;3.738;7.477
62.239.000;3.738;7.476
62.340.000;3.738;7.477
62.440.000;3.738;7.475
62.540.000;3.738;7.477
62.640.000;3.741;7.482
62.740.000;3.738;7.476
62.840.000;3.737;7.474
62.940.000;3.737;7.475
63.041.000;3.735;7.471
63.141.000;3.737;7.475
63.241.000;3.738;7.475
63.341.000;3.741;7.481
63.441.000;3.737;7.475
63.541.000;3.738;7.475
63.641.000;3.737;7.474
63.742.000;3.739;7.477
63.842.000;3.738;7.476
63.943.000;3.738;7.476
64.044.000;3.738;7.475
64.144.000;3.738;7.475
64.244.000;3.738;7.475
64.344.000;3.738;7.475
64.444.000;3.740;7.480
64.544.000;3.737;7.475
64.644.000;3.737;7.475
64.744.000;3.738;7.475
64.844.000;3.734;7.469
64.944.000;3.734;7.469
65.044.000;3.735;7.470
65.144.000;3.735;7.471
65.245.000;3.738;7.475
65.345.000;3.738;7.475
65.446.000;3.738;7.475
65.546.000;3.737;7.475
65.647.000;3.735;7.469
65.747.000;3.735;7.469
65.847.000;3.737;7.475
65.947.000;3.737;7.475
66.047.000;3.735;7.469
66.147.000;3.734;7.469
66.247.000;3.737;7.474
66.347.000;3.737;7.474
66.448.000;3.738;7.476
66.548.000;3.735;7.471
66.649.000;3.737;7.473
66.749.000;3.735;7.469
66.849.000;3.735;7.469
66.949.000;3.737;7.475
67.050.000;3.735;7.469
67.150.000;3.735;7.469
67.251.000;3.735;7.469
67.352.000;3.734;7.469
67.453.000;3.735;7.471
67.553.000;3.735;7.469
67.653.000;3.734;7.469
67.753.000;3.734;7.469
67.853.000;3.734;7.469
67.954.000;3.734;7.469
68.054.000;3.735;7.470
68.155.000;3.734;7.469
68.255.000;3.734;7.469
68.355.000;3.735;7.470
68.455.000;3.735;7.470
68.555.000;3.734;7.469
68.655.000;3.735;7.469
68.756.000;3.736;7.471
68.856.000;3.734;7.468
68.956.000;3.735;7.470
69.057.000;3.737;7.473
69.157.000;3.734;7.469
69.258.000;3.735;7.470
69.358.000;3.735;7.469
69.458.000;3.734;7.469
69.558.000;3.734;7.469
69.658.000;3.735;7.469
69.758.000;3.735;7.470
69.858.000;3.734;7.469
69.958.000;3.734;7.468
70.058.000;3.735;7.469
70.158.000;3.734;7.469
70.258.000;3.735;7.469
70.359.000;3.735;7.469
70.459.000;3.735;7.469
70.560.000;3.735;7.470
70.660.000;3.735;7.469
70.761.000;3.735;7.469
70.861.000;3.734;7.469
70.961.000;3.735;7.469
71.061.000;3.735;7.469
71.161.000;3.735;7.469
71.261.000;3.734;7.469
71.361.000;3.734;7.469
71.461.000;3.735;7.470
71.561.000;3.734;7.468
71.661.000;3.735;7.469
71.761.000;3.734;7.469
71.861.000;3.735;7.469
71.961.000;3.735;7.470
72.061.000;3.735;7.470
72.161.000;3.735;7.469
72.261.000;3.735;7.469
72.361.000;3.732;7.464
72.462.000;3.735;7.469
72.562.000;3.735;7.469
72.662.000;3.735;7.470
72.763.000;3.735;7.469
72.863.000;3.735;7.470
72.963.000;3.735;7.470
73.063.000;3.735;7.469
73.163.000;3.735;7.471
73.263.000;3.735;7.469
73.364.000;3.735;7.471
73.464.000;3.733;7.466
73.565.000;3.735;7.470
73.665.000;3.735;7.469
73.765.000;3.735;7.469
73.865.000;3.735;7.469
73.965.000;3.735;7.470
74.065.000;3.734;7.469
74.165.000;3.731;7.462
74.266.000;3.732;7.464
74.366.000;3.729;7.457
74.466.000;3.734;7.469
74.566.000;3.734;7.469
74.667.000;3.735;7.471
74.767.000;3.734;7.468
74.867.000;3.735;7.471
74.968.000;3.731;7.462
75.068.000;3.732;7.464
75.169.000;3.731;7.463
75.269.000;3.734;7.468
75.369.000;3.734;7.469
75.469.000;3.731;7.462
75.569.000;3.734;7.469
75.670.000;3.731;7.463
75.770.000;3.732;7.464
75.871.000;3.734;7.468
75.971.000;3.735;7.469
76.071.000;3.735;7.469
76.171.000;3.731;7.463
76.272.000;3.731;7.463
76.372.000;3.731;7.463
76.473.000;3.734;7.469
76.573.000;3.732;7.464
76.673.000;3.734;7.468
76.774.000;3.734;7.469
76.874.000;3.733;7.466
76.975.000;3.732;7.464
77.075.000;3.734;7.468
77.175.000;3.731;7.463
77.275.000;3.731;7.463
77.375.000;3.732;7.464
77.475.000;3.731;7.463
77.576.000;3.729;7.457
77.676.000;3.732;7.464
77.777.000;3.732;7.464
77.877.000;3.731;7.462
77.978.000;3.732;7.464
78.079.000;3.731;7.463
78.179.000;3.729;7.457
78.280.000;3.731;7.463
78.381.000;3.732;7.465
78.481.000;3.735;7.469
78.581.000;3.731;7.463
78.681.000;3.731;7.462
78.781.000;3.731;7.463
78.881.000;3.731;7.462
78.981.000;3.732;7.464
79.081.000;3.731;7.462
79.182.000;3.731;7.463
79.282.000;3.731;7.463
79.382.000;3.732;7.464
79.482.000;3.729;7.458
79.582.000;3.731;7.463
79.683.000;3.728;7.457
79.783.000;3.731;7.463
79.883.000;3.728;7.456
79.983.000;3.731;7.462
80.084.000;3.731;7.461
80.184.000;3.728;7.457
80.285.000;3.728;7.457
80.385.000;3.731;7.461
80.485.000;3.731;7.462
80.586.000;3.729;7.458
80.686.000;3.731;7.463
80.786.000;3.731;7.463
80.886.000;3.732;7.464
80.987.000;3.728;7.456
81.087.000;3.728;7.457
81.187.000;3.728;7.456
81.287.000;3.730;7.459
81.387.000;3.729;7.457
81.487.000;3.729;7.457
81.587.000;3.732;7.464
81.688.000;3.728;7.457
81.788.000;3.729;7.457
81.888.000;3.729;7.457
81.988.000;3.728;7.457
82.089.000;3.729;7.458
82.189.000;3.729;7.458
82.290.000;3.731;7.463
82.390.000;3.731;7.462
82.490.000;3.729;7.458
82.591.000;3.729;7.458
82.692.000;3.729;7.457
82.792.000;3.729;7.457
82.892.000;3.729;7.457
82.993.000;3.729;7.458
83.093.000;3.729;7.457
83.194.000;3.729;7.457
83.294.000;3.728;7.456
83.394.000;3.728;7.456
83.496.000;3.728;7.456
83.596.000;3.732;7.464
83.696.000;3.729;7.457
83.796.000;3.729;7.457
83.897.000;3.727;7.455
83.997.000;3.729;7.457
84.098.000;3.729;7.458
84.198.000;3.728;7.456
84.298.000;3.729;7.457
84.398.000;3.729;7.457
84.498.000;3.729;7.457
84.599.000;3.729;7.458
84.700.000;3.728;7.457
84.800.000;3.728;7.456
84.901.000;3.728;7.456
85.001.000;3.728;7.457
85.101.000;3.729;7.457
85.201.000;3.728;7.457
85.302.000;3.727;7.455
85.402.000;3.729;7.458
85.502.000;3.728;7.457
85.602.000;3.729;7.458
85.702.000;3.728;7.457
85.802.000;3.728;7.456
85.903.000;3.728;7.457
86.003.000;3.728;7.455
86.104.000;3.729;7.457
86.204.000;3.728;7.457
86.304.000;3.729;7.458
86.404.000;3.727;7.455
86.504.000;3.728;7.455
86.604.000;3.729;7.457
86.705.000;3.729;7.457
86.806.000;3.728;7.457
86.906.000;3.728;7.457
87.006.000;3.730;7.459
87.107.000;3.728;7.457
87.207.000;3.728;7.457
87.307.000;3.729;7.458
87.407.000;3.729;7.458
87.507.000;3.728;7.456
87.607.000;3.728;7.457
87.708.000;3.728;7.457
87.808.000;3.728;7.457
87.908.000;3.729;7.457
88.008.000;3.729;7.457
88.108.000;3.727;7.455
88.208.000;3.729;7.457
88.308.000;3.728;7.456
88.409.000;3.725;7.451
88.509.000;3.728;7.455
88.609.000;3.729;7.457
88.710.000;3.729;7.457
88.810.000;3.728;7.456
88.910.000;3.728;7.455
89.011.000;3.728;7.457
89.111.000;3.728;7.455
89.212.000;3.728;7.456
89.312.000;3.728;7.457
89.412.000;3.729;7.458
89.512.000;3.728;7.456
89.612.000;3.729;7.457
89.713.000;3.725;7.449
